Date,Open,High,Low,Close,Volume
2015-03-20,3852.49,3916.86,3832.42,3892.57,40181753600
2015-03-23,3923.08,3972.3,3922.21,3972.06,39111993600
2015-03-24,3980.07,3989.86,3883.78,3973.05,46858131200
2015-03-25,3961.58,3980.72,3913.99,3940.41,37996886400
2015-03-26,3921.74,3992.0,3892.88,3950.0,34675632000
2015-03-27,3957.54,3993.03,3932.87,3971.7,29875606400
2015-03-30,3999.02,4101.65,3999.02,4088.18,42829702400
2015-03-31,4138.88,4166.02,4037.77,4051.2,43606563200
2015-04-01,4057.5,4139.5,4046.94,4123.9,32951286400
2015-04-02,4149.95,4156.84,4068.65,4124.78,33907049600
2015-04-03,4104.67,4170.56,4092.38,4170.54,32130377600
2015-04-07,4213.89,4260.47,4197.02,4260.04,41536265600
2015-04-08,4277.45,4304.78,4204.83,4295.8,45867670400
2015-04-09,4316.96,4332.17,4212.61,4262.14,43969990400
2015-04-10,4249.38,4351.69,4231.2,4344.42,34819017600
2015-04-13,4394.05,4432.02,4361.59,4421.07,43415302400
2015-04-14,4432.13,4474.35,4385.91,4438.18,43443212800
2015-04-15,4439.31,4476.0,4379.61,4380.51,47215414400
2015-04-16,4355.49,4513.77,4335.63,4513.55,42260374400
2015-04-17,4578.68,4630.27,4553.9,4596.14,55280268800
2015-04-20,4615.03,4671.17,4492.6,4521.92,68643910400
2015-04-21,4520.46,4620.06,4504.56,4619.16,49031497600
2015-04-22,4637.06,4740.93,4632.59,4739.81,51621379200
2015-04-23,4764.48,4782.04,4693.97,4740.89,49743094400
2015-04-24,4682.63,4730.43,4618.32,4702.64,48015292800
2015-04-27,4753.87,4810.48,4735.31,4807.59,51307654400
2015-04-28,4811.32,4839.08,4703.57,4741.86,60863852800
2015-04-29,4722.9,4797.93,4695.79,4774.33,39505699200
2015-04-30,4788.41,4818.73,4749.48,4749.89,39972745600
2015-05-04,4757.64,4795.92,4699.4,4787.74,37784384000
2015-05-05,4785.19,4785.19,4572.98,4596.84,46041961600
2015-05-06,4626.23,4700.91,4511.76,4553.33,37607369600
2015-05-07,4520.82,4546.34,4467.46,4470.09,29775920000
2015-05-08,4515.55,4559.06,4445.59,4558.4,30240796800
2015-05-11,4582.09,4690.95,4535.15,4690.53,37383843200
2015-05-12,4692.12,4748.0,4660.02,4747.42,37705388800
2015-05-13,4746.71,4758.0,4678.84,4718.44,37073043200
2015-05-14,4717.96,4735.28,4670.17,4700.78,33772515200
2015-05-15,4690.76,4690.76,4592.05,4617.47,32843116800
2015-05-18,4582.06,4623.38,4565.06,4575.14,26918048000
2015-05-19,4577.64,4740.0,4577.64,4731.22,31478595200
2015-05-20,4751.57,4843.1,4745.21,4754.92,36318073600
2015-05-21,4768.69,4841.62,4746.03,4840.98,30505452800
2015-05-22,4895.92,4951.99,4870.6,4951.34,45584672000
2015-05-25,4949.11,5099.84,4949.11,5099.5,46573657600
2015-05-26,5140.8,5199.3,5063.15,5198.92,48794934400
2015-05-27,5216.17,5226.84,5126.86,5181.43,47079872000
2015-05-28,5174.1,5213.18,4831.33,4834.01,57182905600
2015-05-29,4839.53,4924.3,4665.52,4840.83,42787884800
2015-06-01,4862.76,5079.32,4835.77,5076.18,41750374400
2015-06-02,5091.27,5162.56,5047.08,5161.87,41297318400
2015-06-03,5176.6,5186.97,5059.5,5143.59,41425827200
2015-06-04,5156.01,5194.23,4863.46,5181.42,48276726400
2015-06-05,5254.9,5288.34,5104.18,5230.55,54596121600
2015-06-08,5259.41,5370.61,5202.6,5353.75,63731321600
2015-06-09,5379.47,5380.43,5251.21,5317.46,57042726400
2015-06-10,5254.3,5374.83,5209.68,5309.11,44216566400
2015-06-11,5305.14,5329.3,5248.16,5306.59,39233875200
2015-06-12,5329.28,5351.65,5283.09,5335.12,43013139200
2015-06-15,5354.01,5362.45,5207.31,5221.17,47574569600
2015-06-16,5165.02,5204.3,5015.27,5064.82,41167564800
2015-06-17,5072.31,5158.37,4949.29,5138.83,39712419200
2015-06-18,5107.7,5121.22,4926.43,4930.55,36439580800
2015-06-19,4847.06,4910.45,4634.69,4637.05,35810473600
2015-06-23,4641.42,4786.96,4455.33,4786.09,36508793600
2015-06-24,4811.6,4883.73,4744.31,4880.13,43463872000
2015-06-25,4906.24,4919.26,4667.22,4706.52,44613596800
2015-06-26,4573.87,4650.19,4278.68,4336.2,44663977600
2015-06-29,4446.84,4451.17,4000.93,4191.55,52566249600
2015-06-30,4161.07,4475.77,4016.01,4473.0,52704528000
2015-07-01,4408.98,4526.13,4235.7,4253.02,43172140800
2015-07-02,4287.73,4312.19,4000.06,4108.0,45706220800
2015-07-03,4017.2,4164.63,3785.9,3885.92,42930086400
2015-07-06,4218.27,4218.27,3832.47,3998.54,64809452800
2015-07-07,3877.85,3960.64,3743.62,3928.0,67938502400
2015-07-08,3651.06,3762.62,3612.25,3663.04,58146707200
2015-07-09,3621.68,3930.26,3537.83,3897.63,50387062400
2015-07-10,3916.27,4179.11,3887.55,4106.56,50070179200
2015-07-13,4132.23,4278.16,4072.43,4211.81,50209219200
2015-07-14,4178.63,4258.51,4062.5,4112.15,45442201600
2015-07-15,4068.88,4114.24,3899.51,3966.76,42195635200
2015-07-16,3949.64,4067.02,3856.32,3997.36,33053136000
2015-07-17,4023.76,4190.19,4000.23,4151.5,33110713600
2015-07-20,4157.06,4221.69,4106.39,4160.61,35267347200
2015-07-21,4109.76,4201.48,4081.7,4166.01,31837494400
2015-07-22,4148.56,4187.43,4094.71,4157.16,31894598400
2015-07-23,4158.93,4262.06,4148.82,4250.8,35447174400
2015-07-24,4255.2,4299.65,4154.62,4176.28,39204537600
2015-07-27,4097.8,4156.31,3817.17,3818.73,36505449600
2015-07-28,3690.97,3883.45,3627.42,3811.09,38352723200
2015-07-29,3839.96,3934.0,3769.19,3930.38,27697283200
2015-07-30,3915.78,3968.53,3802.88,3815.41,27154867200
2015-07-31,3777.16,3863.62,3757.99,3816.7,22237676800
2015-08-03,3766.07,3829.24,3742.58,3829.24,24580502400
2015-08-04,3827.37,3948.45,3801.03,3948.16,22023656000
2015-08-05,3937.62,3962.28,3858.66,3866.9,20048427200
2015-08-06,3802.93,3888.69,3793.24,3831.85,14727868800
2015-08-07,3866.43,3926.65,3857.91,3906.94,18334915200
2015-08-10,3947.47,4101.73,3932.84,4084.36,30678054400
2015-08-11,4083.59,4110.13,4042.0,4066.67,32203417600
2015-08-12,4025.67,4078.03,4015.36,4016.13,25514619200
2015-08-13,4010.01,4075.7,3967.82,4075.46,24283697600
2015-08-14,4097.92,4113.16,4056.73,4073.54,25339299200
2015-08-17,4058.11,4081.77,4009.99,4077.87,25693963200
2015-08-18,4084.31,4103.05,3816.55,3825.41,31988105600
2015-08-19,3748.27,3898.74,3668.19,3886.14,26904982400
2015-08-20,3848.4,3880.82,3761.45,3761.45,21216796800
2015-08-21,3714.29,3757.78,3578.18,3589.54,21798640000
2015-08-24,3454.6,3468.15,3266.55,3275.53,25543665600
2015-08-25,3070.01,3200.11,3019.56,3042.93,27608131200
2015-08-26,3062.57,3192.93,2952.01,3025.69,30827062400
2015-08-27,3092.81,3206.72,3028.4,3205.64,26729492800
2015-08-28,3246.24,3353.24,3223.62,3342.29,29949843200
2015-08-31,3307.4,3368.28,3205.54,3366.54,28025040000
2015-09-01,3296.53,3370.5,3190.58,3362.08,35245852800
2015-09-02,3220.85,3387.02,3213.64,3365.83,34778940800
2015-09-07,3347.29,3422.22,3240.24,3250.48,20422443200
2015-09-08,3221.79,3340.22,3170.81,3334.02,15459963200
2015-09-09,3344.82,3426.65,3330.29,3399.3,22046742400
2015-09-10,3349.28,3398.32,3337.31,3357.56,14488297600
2015-09-11,3349.88,3383.13,3315.48,3347.19,10854750400
2015-09-14,3367.64,3373.92,3187.57,3281.13,20545724800
2015-09-15,3208.74,3240.08,3131.98,3152.23,14355564800
2015-09-16,3149.16,3345.92,3131.37,3309.25,15971000000
2015-09-17,3287.66,3354.9,3237.0,3237.0,16940188800
2015-09-18,3254.44,3280.88,3227.83,3251.27,10690348000
2015-09-21,3222.6,3312.55,3211.93,3308.25,12278867200
2015-09-22,3312.37,3371.41,3303.18,3339.03,14622198400
2015-09-23,3290.07,3315.94,3253.33,3263.03,12317144000
2015-09-24,3278.9,3300.86,3255.9,3285.0,10201124000
2015-09-25,3272.66,3290.86,3201.91,3231.95,12141928000
2015-09-28,3226.61,3246.55,3186.51,3242.75,7421947200
2015-09-29,3197.22,3208.42,3159.04,3178.85,8715063200
2015-09-30,3195.9,3223.91,3186.77,3202.95,7855935200
2015-10-08,3324.98,3337.33,3294.6,3296.48,13208176800
2015-10-09,3302.36,3352.38,3293.96,3340.12,12435249600
2015-10-12,3351.14,3486.63,3347.25,3447.69,22140046400
2015-10-13,3422.48,3452.04,3413.97,3445.04,14543379200
2015-10-14,3431.14,3458.7,3403.23,3406.11,15217393600
2015-10-15,3403.39,3486.82,3402.32,3486.82,17115830400
2015-10-16,3508.52,3537.54,3487.1,3534.06,20896470400
2015-10-19,3548.95,3573.0,3502.5,3534.18,20760675200
2015-10-20,3527.88,3577.8,3510.44,3577.7,17902510400
2015-10-21,3580.84,3601.24,3417.41,3473.25,28207606400
2015-10-22,3453.2,3530.77,3442.31,3524.53,18430558400
2015-10-23,3536.84,3581.84,3515.82,3571.24,19829448000
2015-10-26,3614.7,3620.76,3561.19,3589.26,20424886400
2015-10-27,3569.45,3601.05,3486.1,3592.88,19205614400
2015-10-28,3575.8,3598.17,3517.21,3524.92,17097710400
2015-10-29,3539.98,3561.81,3507.97,3533.31,12701044800
2015-10-30,3530.22,3574.47,3497.57,3534.08,13914192000
2015-11-02,3489.22,3543.45,3474.71,3475.96,13000256800
2015-11-03,3484.72,3501.7,3452.62,3465.49,10140187200
2015-11-04,3477.16,3628.54,3477.16,3628.54,20542387200
2015-11-05,3630.78,3781.41,3627.3,3705.97,39804656000
2015-11-06,3698.34,3801.7,3694.66,3793.37,29875308800
2015-11-09,3796.38,3891.77,3796.38,3840.36,35680483200
2015-11-10,3806.67,3876.49,3798.82,3833.24,28651961600
2015-11-11,3828.45,3843.11,3781.41,3833.65,23223430400
2015-11-12,3841.74,3843.9,3771.27,3795.32,21753764800
2015-11-13,3756.2,3793.71,3727.58,3746.24,20348988800
2015-11-16,3682.74,3764.41,3680.07,3764.13,16169089600
2015-11-17,3790.43,3852.77,3750.16,3758.39,24853307200
2015-11-18,3760.46,3771.85,3706.31,3715.58,18568948800
2015-11-19,3725.62,3775.23,3714.68,3774.97,15463198400
2015-11-20,3778.88,3793.54,3757.03,3774.38,18695169600
2015-11-23,3774.44,3802.85,3743.4,3753.34,17562681600
2015-11-24,3745.76,3754.17,3702.74,3753.89,14338328000
2015-11-25,3747.76,3781.86,3735.72,3781.61,15194494400
2015-11-26,3795.24,3805.84,3756.82,3759.43,17352547200
2015-11-27,3739.1,3742.74,3534.39,3556.99,20893936000
2015-11-30,3554.89,3587.97,3455.07,3566.41,17320116800
2015-12-01,3562.32,3617.3,3536.12,3591.7,13653656000
2015-12-02,3587.76,3725.85,3573.4,3721.96,21353886400
2015-12-03,3709.55,3758.45,3693.14,3749.3,19776212800
2015-12-04,3719.73,3726.12,3667.29,3677.59,15119952000
2015-12-07,3681.58,3699.34,3658.58,3687.61,11388315200
2015-12-08,3668.84,3668.84,3619.44,3623.02,12578108000
2015-12-09,3613.42,3655.16,3611.49,3635.94,11332542200
2015-12-10,3634.37,3678.32,3615.99,3623.08,12021562400
2015-12-11,3605.37,3630.74,3578.15,3608.06,11032248000
2015-12-14,3573.88,3712.5,3571.0,3711.32,15176912000
2015-12-15,3707.73,3717.36,3679.23,3694.39,12648171200
2015-12-16,3703.95,3713.09,3677.45,3685.44,11134272000
2015-12-17,3712.78,3768.84,3709.85,3755.89,17792408000
2015-12-18,3754.96,3810.22,3750.92,3767.91,17346598400
2015-12-21,3762.1,3877.82,3759.99,3865.96,21743528000
2015-12-22,3872.1,3880.47,3841.59,3876.73,18030366100
2015-12-23,3877.87,3926.69,3862.96,3866.38,20701715200
2015-12-24,3858.14,3867.68,3787.08,3829.4,14718139200
2015-12-25,3832.08,3848.02,3813.2,3838.2,11962401300
2015-12-28,3847.53,3853.39,3727.63,3727.63,15398844000
2015-12-29,3723.05,3762.05,3710.48,3761.88,10188555500
2015-12-30,3762.91,3765.66,3726.28,3765.18,10562995500
2015-12-31,3760.9,3772.62,3727.32,3731.0,10187355600
2016-01-04,3725.86,3726.24,3468.95,3469.07,11537067400
2016-01-05,3382.18,3518.22,3377.28,3478.78,16211698400
2016-01-06,3482.41,3543.74,3468.47,3539.81,14596614400
2016-01-07,3481.15,3481.15,3284.74,3294.38,4410264100
2016-01-08,3371.87,3418.85,3237.93,3361.56,18595945100
2016-01-11,3303.12,3342.48,3192.45,3192.45,17463838700
2016-01-12,3214.82,3242.25,3174.55,3215.71,12822579600
2016-01-13,3240.48,3257.3,3155.88,3155.88,12066649400
2016-01-14,3076.64,3226.66,3072.04,3221.57,13453767100
2016-01-15,3200.89,3216.8,3101.05,3118.73,12460177900
2016-01-18,3068.24,3165.62,3066.73,3130.73,10112838600
2016-01-19,3132.7,3227.91,3119.22,3223.12,12765389300
2016-01-20,3204.22,3225.95,3154.43,3174.38,13065050400
2016-01-21,3136.38,3202.54,3081.34,3081.34,11118973300
2016-01-22,3114.9,3132.17,3053.96,3113.46,8995108700
2016-01-25,3129.03,3149.33,3105.1,3128.89,8154006100
2016-01-26,3099.6,3106.53,2934.65,2940.51,12693392100
2016-01-27,2953.18,2963.54,2839.29,2930.35,13222936600
2016-01-28,2909.33,2941.89,2841.84,2853.76,9922275600
2016-01-29,2855.6,2965.31,2854.37,2946.09,11330425900
2016-02-01,2939.04,2944.52,2869.56,2901.05,8679534200
2016-02-02,2901.53,2972.43,2901.51,2961.33,8860196300
2016-02-03,2931.29,2954.71,2909.9,2948.64,7738900000
2016-02-04,2960.33,2999.21,2960.21,2984.76,9177972400
2016-02-05,2982.06,2988.36,2962.85,2963.79,7685080800
2016-02-15,2888.43,2961.49,2886.02,2946.71,7291943400
2016-02-16,2962.19,3042.09,2962.19,3037.04,11257964300
2016-02-17,3034.09,3065.78,3027.05,3063.32,12829160700
2016-02-18,3079.53,3093.51,3049.84,3053.7,12440146400
2016-02-19,3047.94,3065.97,3032.63,3051.58,8733801200
2016-02-22,3083.93,3128.21,3071.33,3118.87,14094696800
2016-02-23,3117.2,3119.22,3061.43,3089.36,11256739100
2016-02-24,3077.61,3109.54,3055.25,3109.54,11178265000
2016-02-25,3104.41,3104.44,2905.46,2918.75,15782975200
2016-02-26,2942.1,2964.38,2902.95,2948.03,10694972900
2016-02-29,2939.58,2939.88,2821.22,2877.47,12934102000
2016-03-01,2881.34,2950.44,2863.32,2930.69,11604591800
2016-03-02,2933.92,3054.72,2933.12,3051.33,17597234700
2016-03-03,3050.39,3078.44,3040.25,3058.42,17310574400
2016-03-04,3047.54,3101.66,3032.42,3093.89,21917253400
2016-03-07,3109.0,3130.9,3083.58,3104.84,13246203700
2016-03-08,3100.15,3109.25,3001.83,3107.67,13623574200
2016-03-09,3045.92,3072.92,3020.13,3071.91,11146624500
2016-03-10,3056.21,3074.16,3012.69,3013.15,7607219700
2016-03-11,2990.21,3026.44,2982.17,3018.28,7333356400
2016-03-14,3039.57,3106.8,3034.0,3065.69,11710865500
2016-03-15,3061.34,3077.08,3028.58,3074.78,9831194100
2016-03-16,3068.87,3100.35,3064.52,3090.03,12473644800
2016-03-17,3096.81,3147.84,3077.57,3124.2,12166177700
2016-03-18,3136.22,3197.67,3130.1,3171.96,19730256400
2016-03-21,3203.29,3267.78,3198.36,3249.44,23326946400
2016-03-22,3231.62,3249.68,3218.73,3225.79,16102089700
2016-03-23,3217.73,3242.25,3202.98,3236.09,12567928600
2016-03-24,3211.5,3221.91,3181.81,3181.85,13313112200
2016-03-25,3176.81,3204.44,3174.32,3197.82,9739533000
2016-03-28,3206.95,3229.62,3161.88,3169.73,10344193300
2016-03-29,3171.31,3178.08,3122.76,3135.41,9729474700
2016-03-30,3161.29,3216.68,3161.29,3216.28,11780251200
2016-03-31,3229.2,3241.93,3208.66,3218.09,12155207400
2016-04-01,3213.67,3222.61,3165.86,3221.9,11812213900
2016-04-05,3211.3,3271.93,3205.21,3264.49,14604777200
2016-04-06,3250.52,3267.64,3236.2,3257.53,12019630500
2016-04-07,3266.29,3270.82,3208.64,3209.29,11240946700
2016-04-08,3189.85,3197.77,3163.3,3185.73,10100562500
2016-04-11,3213.51,3251.57,3213.51,3230.1,12521270900
2016-04-12,3227.37,3232.26,3198.9,3218.45,9286943700
2016-04-13,3237.86,3296.52,3237.86,3261.38,19561386600
2016-04-14,3277.1,3286.07,3252.05,3275.83,11315732700
2016-04-15,3279.86,3282.98,3261.73,3272.2,9980752900
2016-04-18,3252.67,3252.67,3221.66,3228.45,9709006900
2016-04-19,3243.97,3250.72,3221.58,3238.3,8087144000
2016-04-20,3244.14,3248.42,3107.37,3181.03,16220785800
2016-04-21,3160.8,3198.56,3150.94,3160.6,10475265100
2016-04-22,3142.56,3175.38,3137.99,3174.9,7707849200
2016-04-25,3164.74,3172.27,3137.11,3162.03,6751935100
2016-04-26,3159.77,3181.1,3150.4,3179.16,5902073400
2016-04-27,3181.93,3188.83,3162.69,3165.92,6000414700
2016-04-28,3169.33,3174.77,3135.64,3160.58,6987066000
2016-04-29,3153.54,3171.29,3149.4,3156.74,5802977600
2016-05-03,3159.82,3218.48,3151.4,3213.54,9816483500
2016-05-04,3203.46,3222.88,3198.29,3209.46,9086240800
2016-05-05,3204.17,3217.28,3196.57,3213.92,7473368100
2016-05-06,3213.14,3216.89,3130.15,3130.35,10868024000
2016-05-09,3115.43,3115.43,3055.01,3065.62,9923047700
2016-05-10,3055.21,3084.72,3055.18,3069.11,6884993500
2016-05-11,3080.64,3102.88,3063.09,3082.81,8179425800
2016-05-12,3059.38,3095.35,3035.02,3090.14,7876572600
2016-05-13,3081.68,3103.1,3064.69,3074.94,6262975500
2016-05-16,3064.53,3095.56,3053.66,3095.31,5946185600
2016-05-17,3095.52,3105.2,3073.46,3086.02,6527812500
2016-05-18,3071.53,3072.61,3039.46,3068.04,8271536900
2016-05-19,3060.34,3086.98,3058.14,3062.5,6044416600
2016-05-20,3047.78,3078.53,3041.52,3078.22,5608084200
2016-05-23,3078.52,3098.48,3076.5,3087.22,5969721600
2016-05-24,3083.24,3083.26,3052.59,3063.56,5873438500
2016-05-25,3079.75,3089.1,3054.87,3059.23,5665280300
2016-05-26,3056.6,3072.52,3027.44,3064.21,6039298100
2016-05-27,3059.73,3073.76,3052.18,3062.5,6046875000
2016-05-30,3056.31,3075.26,3037.66,3066.71,6309857900
2016-05-31,3068.6,3170.93,3068.6,3169.56,13886311100
2016-06-01,3172.96,3181.79,3159.82,3160.55,11314848200
2016-06-02,3158.03,3168.82,3151.06,3167.1,8600342700
2016-06-03,3172.95,3201.75,3162.09,3189.33,10149178300
2016-06-06,3192.78,3197.22,3168.55,3178.79,7669375100
2016-06-07,3182.44,3186.62,3168.18,3177.05,6892831400
2016-06-08,3171.81,3174.97,3148.35,3163.99,7629177500
2016-06-13,3134.04,3145.61,3065.77,3066.34,9297594700
2016-06-14,3058.44,3078.75,3055.66,3075.98,6627945700
2016-06-15,3043.96,3128.67,3042.23,3116.37,8739325700
2016-06-16,3104.36,3112.48,3089.48,3094.68,8297470300
2016-06-17,3096.09,3131.05,3096.09,3110.36,8540298500
2016-06-20,3114.91,3118.72,3089.71,3112.67,6358714100
2016-06-21,3124.9,3155.49,3097.94,3106.32,8796534500
2016-06-22,3100.45,3134.06,3096.99,3133.96,6648711300
2016-06-23,3129.72,3129.72,3102.48,3117.32,6775173800
2016-06-24,3110.65,3130.54,3033.96,3077.16,10479220800
2016-06-27,3065.13,3120.64,3064.97,3120.54,8326725900
2016-06-28,3107.4,3139.43,3099.7,3136.4,9202463700
2016-06-29,3142.48,3158.08,3139.13,3151.39,10372366800
2016-06-30,3152.83,3163.72,3148.2,3153.92,7969261700
2016-07-01,3156.93,3170.26,3148.3,3154.2,7174628300
2016-07-04,3136.38,3210.6,3134.02,3204.7,13331052900
2016-07-05,3199.16,3216.7,3198.0,3207.38,13022689500
2016-07-06,3197.62,3217.52,3183.45,3216.8,12489745800
2016-07-07,3206.55,3220.54,3190.12,3209.95,11859520200
2016-07-08,3199.75,3204.93,3183.96,3192.28,8973485500
2016-07-11,3199.04,3235.96,3197.63,3203.33,13852951100
2016-07-12,3201.91,3273.47,3200.3,3273.18,17253421700
2016-07-13,3274.02,3300.99,3271.78,3282.87,17519609000
2016-07-14,3277.48,3281.95,3259.06,3276.76,10752579800
2016-07-15,3278.84,3285.03,3265.29,3276.28,10266502600
2016-07-18,3269.71,3281.64,3251.77,3262.02,11031251800
2016-07-19,3260.44,3264.73,3226.2,3248.23,8888686100
2016-07-20,3246.86,3254.51,3232.26,3237.6,7270125500
2016-07-21,3238.34,3271.37,3238.3,3252.52,8600482500
2016-07-22,3251.24,3253.77,3220.89,3225.16,8602912800
2016-07-25,3220.17,3243.79,3218.14,3230.88,7020318500
2016-07-26,3228.23,3269.75,3228.01,3269.59,8105108900
2016-07-27,3270.08,3276.51,3157.41,3218.24,16018866500
2016-07-28,3204.46,3235.78,3195.27,3221.14,11277996400
2016-07-29,3217.19,3225.42,3198.68,3203.93,8804483700
2016-08-01,3196.42,3199.98,3156.75,3176.81,8700349700
2016-08-02,3173.76,3189.05,3165.54,3189.05,6216763900
2016-08-03,3179.68,3197.16,3173.54,3193.51,7286410200
2016-08-04,3190.55,3201.55,3170.42,3201.29,7350437300
2016-08-05,3201.35,3224.87,3192.86,3205.11,7719636600
2016-08-08,3199.57,3234.48,3187.25,3234.18,8667605100
2016-08-09,3232.6,3257.33,3229.17,3256.98,9106525900
2016-08-10,3255.18,3261.86,3242.75,3243.34,9043037200
2016-08-11,3239.56,3274.03,3232.61,3233.36,10104121300
2016-08-12,3231.81,3294.23,3231.14,3294.23,11625404400
2016-08-15,3303.47,3417.92,3302.38,3393.42,22054342100
2016-08-16,3403.38,3418.69,3372.02,3378.24,19638974000
2016-08-17,3377.77,3394.39,3356.92,3373.05,13884768800
2016-08-18,3369.95,3394.79,3349.69,3364.48,14238016900
2016-08-19,3358.56,3374.04,3341.19,3365.02,11996150800
2016-08-22,3364.68,3372.83,3335.47,3336.8,10795100800
2016-08-23,3332.62,3359.65,3324.96,3341.83,9292451600
2016-08-24,3341.93,3348.13,3323.72,3329.86,8119142900
2016-08-25,3314.08,3315.08,3279.81,3308.97,10058915300
2016-08-26,3312.5,3328.94,3301.74,3307.09,8153069100
2016-08-29,3306.58,3315.08,3297.07,3307.78,7703633300
2016-08-30,3310.32,3325.12,3304.6,3311.99,7572598700
2016-08-31,3310.56,3333.97,3304.66,3327.79,7957080500
2016-09-01,3326.74,3329.35,3301.21,3301.58,8494721900
2016-09-02,3298.72,3320.42,3295.76,3314.11,8279180300
2016-09-05,3321.0,3338.42,3314.63,3319.68,7829247700
2016-09-06,3322.02,3347.95,3300.13,3342.63,9828399800
2016-09-07,3344.07,3357.36,3337.75,3340.82,10294010600
2016-09-08,3338.01,3343.4,3328.23,3339.56,7191615800
2016-09-09,3339.37,3344.95,3318.04,3318.04,8265703600
2016-09-12,3271.87,3276.72,3234.57,3262.6,12291768200
2016-09-13,3265.34,3269.22,3246.39,3260.33,6718028800
2016-09-14,3245.74,3255.0,3231.34,3238.73,7043269700
2016-09-19,3242.74,3264.9,3242.74,3263.12,5883108200
2016-09-20,3264.66,3265.04,3252.39,3257.4,5278420600
2016-09-21,3257.71,3270.9,3254.32,3266.64,5914297900
2016-09-22,3281.47,3303.2,3277.98,3291.12,7575354200
2016-09-23,3292.28,3293.92,3275.02,3275.67,5799398600
2016-09-26,3267.69,3267.69,3220.28,3220.28,7045218600
2016-09-27,3214.87,3240.78,3214.44,3240.76,5846055000
2016-09-28,3243.65,3243.65,3228.0,3230.89,4472749800
2016-09-29,3234.86,3257.77,3234.8,3244.39,5545255600
2016-09-30,3240.18,3260.94,3239.04,3253.28,4497802200
2016-10-10,3265.36,3294.64,3258.96,3293.87,8051926000
2016-10-11,3296.87,3308.0,3292.88,3306.56,8771316300
2016-10-12,3299.14,3302.56,3289.75,3300.01,6866978100
2016-10-13,3299.16,3307.41,3292.4,3302.65,8122419800
2016-10-14,3298.73,3306.69,3285.73,3305.85,8231627100
2016-10-17,3305.96,3309.01,3271.54,3277.88,8611350900
2016-10-18,3272.68,3321.33,3272.68,3321.33,10286071400
2016-10-19,3323.3,3332.52,3309.83,3316.24,10116772500
2016-10-20,3317.18,3324.9,3312.17,3318.6,7923887100
2016-10-21,3315.72,3341.56,3309.18,3327.74,10978517600
2016-10-24,3332.51,3382.83,3330.97,3367.58,15301434500
2016-10-25,3367.48,3373.91,3356.58,3367.46,11119169300
2016-10-26,3365.2,3367.83,3349.57,3354.8,9802478600
2016-10-27,3351.46,3352.36,3335.13,3345.7,7762985100
2016-10-28,3347.14,3370.75,3337.29,3340.13,9313330900
2016-10-31,3332.41,3340.47,3317.33,3336.28,7135286300
2016-11-01,3338.71,3359.39,3334.46,3359.05,7493819900
2016-11-02,3350.71,3356.4,3331.38,3333.35,9119710400
2016-11-03,3326.9,3379.99,3324.84,3365.08,12622350400
2016-11-04,3362.21,3377.64,3348.43,3354.18,10406965500
2016-11-07,3353.44,3362.74,3342.31,3356.59,9987798800
2016-11-08,3367.7,3383.92,3361.13,3371.12,10314828200
2016-11-09,3370.6,3373.1,3322.08,3353.06,13911005900
2016-11-10,3374.91,3403.02,3374.91,3390.61,13470553500
2016-11-11,3387.95,3422.67,3382.89,3417.22,19878149600
2016-11-14,3409.22,3452.62,3408.14,3430.25,21324710500
2016-11-15,3428.87,3434.92,3416.0,3429.87,13456632000
2016-11-16,3432.43,3435.64,3419.24,3429.59,12980851100
2016-11-17,3423.46,3437.67,3412.88,3436.54,12156173100
2016-11-18,3437.49,3443.12,3413.27,3417.46,11595120500
2016-11-21,3412.65,3463.14,3412.08,3441.11,14643452900
2016-11-22,3443.22,3469.22,3443.22,3468.36,16852344600
2016-11-23,3473.9,3492.96,3465.76,3474.73,16238850400
2016-11-24,3468.81,3508.16,3467.01,3488.74,14574630100
2016-11-25,3490.04,3521.3,3463.95,3521.3,15362150600
2016-11-28,3538.68,3553.36,3528.32,3535.08,20737548300
2016-11-29,3525.9,3583.72,3521.38,3564.04,23691835600
2016-11-30,3557.64,3567.07,3527.02,3538.0,17856017800
2016-12-01,3543.96,3575.97,3543.24,3565.04,18017076100
2016-12-02,3559.77,3562.55,3516.79,3528.96,19635548000
2016-12-05,3473.69,3496.88,3457.34,3469.41,18085235500
2016-12-06,3466.24,3477.59,3456.81,3459.15,11552909000
2016-12-07,3458.37,3475.75,3445.76,3475.75,11434510300
2016-12-08,3481.81,3484.34,3466.51,3470.14,11738392200
2016-12-09,3464.87,3507.93,3461.76,3493.7,15030330800
2016-12-12,3489.27,3495.8,3400.79,3409.18,18746775100
2016-12-13,3394.21,3416.22,3370.6,3405.04,12110509700
2016-12-14,3399.41,3412.28,3378.27,3378.94,12400774400
2016-12-15,3363.86,3378.04,3327.14,3340.43,11496066000
2016-12-16,3335.36,3356.29,3330.49,3346.03,9077542200
2016-12-19,3342.34,3344.86,3325.0,3328.98,8164067800
2016-12-20,3328.3,3329.1,3289.27,3309.06,8756959200
2016-12-21,3313.74,3342.48,3313.74,3338.54,10825499500
2016-12-22,3335.12,3340.36,3322.72,3335.67,9227724900
2016-12-23,3333.4,3334.89,3300.88,3307.6,9744471300
2016-12-26,3293.22,3322.42,3267.05,3322.4,8979398200
2016-12-27,3319.21,3330.23,3315.83,3316.38,7548635900
